mukim,state_id,district,state,postcode1,postcode2,postcode3,postcode
PEKAN SIMPANG BALAK,10,ULU LANGAT,SELANGOR,,,"34700, 26600","34700, 26600"
PEKAN SRI NANDING,10,ULU LANGAT,SELANGOR,,,26600,26600
PEKAN SUNGAI KEMBONG BERANANG,10,ULU LANGAT,SELANGOR,43700,43700,"43700, 26600",43700
PEKAN SUNGAI LUI,10,ULU LANGAT,SELANGOR,,,26600,26600
PEKAN SUNGAI MAKAU,10,ULU LANGAT,SELANGOR,,,26600,26600
BATANG KALI,10,ULU SELANGOR,SELANGOR,,44200,,44200
BULUH TELOR,10,ULU SELANGOR,SELANGOR,,,,44000
AMPANG PECHAH,10,ULU SELANGOR,SELANGOR,68000,68000,68000,68000
ULU BERNAM,10,ULU SELANGOR,SELANGOR,,,36500,36500
ULU YAM,10,ULU SELANGOR,SELANGOR,,,,44300
KALUMPANG,10,ULU SELANGOR,SELANGOR,,44100,,44100
KERLING,10,ULU SELANGOR,SELANGOR,44100,44100,44100,44100
KUALA KALUMPANG,10,ULU SELANGOR,SELANGOR,,44100,,44100
PERETAK,10,ULU SELANGOR,SELANGOR,,,,44000
RASA,10,ULU SELANGOR,SELANGOR,44200,44200,44200,44200
SERENDAH,10,ULU SELANGOR,SELANGOR,48200,48200,48200,48200
SUNGAI GUMUT,10,ULU SELANGOR,SELANGOR,,,,44000
SUNGAI TINGGI,10,ULU SELANGOR,SELANGOR,,,,44200
BANDAR ULU YAM,10,ULU SELANGOR,SELANGOR,,,,44300
BANDAR ULU YAM BAHARU,10,ULU SELANGOR,SELANGOR,,,,44300
BANDAR KALUMPANG,10,ULU SELANGOR,SELANGOR,,44100,,44100
BANDAR KUALA KUBU BAHARU,10,ULU SELANGOR,SELANGOR,,,,44000
BANDAR RASA,10,ULU SELANGOR,SELANGOR,44200,44200,44200,44200
BANDAR SERENDAH,10,ULU SELANGOR,SELANGOR,48200,48200,48200,48200
BANDAR BATANG KALI,10,ULU SELANGOR,SELANGOR,,44200,,44200
BANDAR ULU BERNAM I,10,ULU SELANGOR,SELANGOR,,,36500,36500
BANDAR ULU BERNAM II,10,ULU SELANGOR,SELANGOR,,,36500,36500
BANDAR SUNGAI CHIK,10,ULU SELANGOR,SELANGOR,,,,44300
PEKAN KERLING,10,ULU SELANGOR,SELANGOR,44100,44100,"26600, 44100",44100
PEKAN PERETAK,10,ULU SELANGOR,SELANGOR,,,26600,26600
PEKAN SIMPANG SUNGAI CHOH,10,ULU SELANGOR,SELANGOR,,,"34700, 26600","34700, 26600"
BUKIT RAJA,10,PETALING,SELANGOR,,,,40170
DAMANSARA,10,PETALING,SELANGOR,,,,52200
PETALING,10,PETALING,WP KUALA LUMPUR,,,,46200
SUNGAI BULOH,10,PETALING,SELANGOR,,45800,,45800
BANDAR PETALING JAYA,10,PETALING,WP KUALA LUMPUR,,,,46200
BANDAR SHAH ALAM,10,PETALING,SELANGOR,,,,40250
BANDAR DAMANSARA,10,PETALING,SELANGOR,,,,46350
BANDAR GLENMARIE,10,PETALING,SELANGOR,,,,40250
BANDAR PETALING JAYA SELATAN,10,PETALING,SELANGOR,,,,46000
BANDAR SAUJANA,10,PETALING,SELANGOR,,40150,,40150
BANDAR SRI DAMANSARA,10,PETALING,SELANGOR,,,,52200
BANDAR SUBANG JAYA,10,PETALING,SELANGOR,47500,47500,47500,47500
BANDAR SUNWAY,10,PETALING,SELANGOR,,47500,,47500
PEKAN BATU TIGA,10,PETALING,SELANGOR,,40150,26600,40150
PEKAN MERBAU SEMPAK,10,PETALING,SELANGOR,,,"94000, 26610, 26600","94000, 26610, 26600"
PEKAN PUCHONG,10,PETALING,SELANGOR,,,26600,26600
PEKAN SERDANG,10,PETALING,SELANGOR,,,"09800, 26600","09800, 26600"
PEKAN SUNGAI BULOH,10,PETALING,SELANGOR,,45800,26600,45800
PEKAN SUNGAI PENCHALA,10,PETALING,WP KUALA LUMPUR,,,26600,26600
PEKAN CEMPAKA,10,PETALING,SELANGOR,,,"23100, 26600","23100, 26600"
PEKAN COUNTRY HEIGHT,10,PETALING,SELANGOR,,,26600,26600
PEKAN DESA PUCHONG,10,PETALING,SELANGOR,,,26600,26600
PEKAN HICOM,10,PETALING,SELANGOR,,,26600,26600
PEKAN KAYU ARA,10,PETALING,SELANGOR,,,26600,26600
PEKAN KINRARA,10,PETALING,SELANGOR,,,26600,26600
PEKAN BARU HICOM,10,PETALING,SELANGOR,,,26600,26600
PEKAN BARU SUBANG,10,PETALING,SELANGOR,,,26600,26600
PEKAN BARU SUNGAI BESI,10,PETALING,SELANGOR,,,26600,26600
PEKAN BARU SUNGAI BULOH,10,PETALING,SELANGOR,,45800,26600,45800
PEKAN BARU PENAGA,10,PETALING,SELANGOR,,,"13100, 26600","13100, 26600"
PEKAN PUCHONG JAYA,10,PETALING,SELANGOR,,,26600,26600
PEKAN PUCHONG PERDANA,10,PETALING,SELANGOR,47150,47150,"47150, 26600",47150
PEKAN SUBANG,10,PETALING,SELANGOR,,40150,26600,40150
PEKAN SUBANG JAYA,10,PETALING,SELANGOR,47500,"47500, 40150","26600, 47500",47500
ULU KELANG,10,GOMBAK,WP KUALA LUMPUR,,,,68000
RAWANG,10,GOMBAK,SELANGOR,48000,48000,48000,48000
SETAPAK,10,GOMBAK,WP KUALA LUMPUR,,,,53100
BANDAR BATU ARANG,10,GOMBAK,SELANGOR,48100,48100,48100,48100
BANDAR RAWANG,10,GOMBAK,SELANGOR,48000,48000,48000,48000
BANDAR GOMBAK SETIA,10,GOMBAK,SELANGOR,,,,53100
BANDAR ULU KELANG,10,GOMBAK,SELANGOR,,,,68000
BANDAR KEPONG,10,GOMBAK,SELANGOR,,,,52100
BANDAR KUNDANG,10,GOMBAK,SELANGOR,,,,48050
BANDAR SELAYANG,10,GOMBAK,SELANGOR,,,06900,06900
BANDAR SUNGAI BULOH,10,GOMBAK,SELANGOR,,45800,,45800
BANDAR SUNGAI PUSU,10,GOMBAK,SELANGOR,,,,53000
PEKAN BATU 20,10,GOMBAK,SELANGOR,,,26600,26600
PEKAN KUANG,10,GOMBAK,SELANGOR,,48050,26600,48050
PEKAN MIMALAND,10,GOMBAK,SELANGOR,,,26600,26600
PEKAN PENGKALAN KUNDANG,10,GOMBAK,SELANGOR,,48050,26600,48050
PEKAN SUNGAI BULOH,10,GOMBAK,SELANGOR,,45800,26600,45800
PEKAN TEMPLER,10,GOMBAK,SELANGOR,,,26600,26600
DENGKIL,10,SEPANG,SELANGOR,"43900, 43800","43900, 43800","43900, 43800","43900, 43800"
SEPANG,10,SEPANG,SELANGOR,43900,43900,43900,43900
BANDAR SEPANG,10,SEPANG,SELANGOR,43900,43900,43900,43900
BANDAR BARU BANGI,10,SEPANG,SELANGOR,"43650, 43900","43650, 43900","43650, 43900","43650, 43900"
BANDAR BARU SALAK TINGGI,10,SEPANG,SELANGOR,43900,43900,43900,43900
BANDAR LAPANGAN TERBANG ANTARABANGSA SEPANG,10,SEPANG,SELANGOR,43900,43900,43900,43900
BANDAR SUNGAI MERAB,10,SEPANG,SELANGOR,43900,"43000, 43900",43900,43900
PEKAN DENGKIL,10,SEPANG,SELANGOR,"43900, 43800","43900, 43800","43800, 26600, 43900","43900, 43800"
PEKAN SALAK,10,SEPANG,SELANGOR,43900,43900,"43900, 26600",43900
PEKAN SUNGAI PELEK,10,SEPANG,SELANGOR,"43950, 43900","43950, 43900","43950, 43900, 26600","43950, 43900"
PEKAN BATU 1 SEPANG,10,SEPANG,SELANGOR,43900,43900,"43900, 26600",43900
PEKAN BUKIT BISA,10,SEPANG,SELANGOR,43900,43900,"43900, 26600",43900
PEKAN BUKIT PRANG,10,SEPANG,SELANGOR,43900,43900,"43900, 26600",43900
PEKAN DATO BAKAR BAGINDA,10,SEPANG,SELANGOR,43900,43900,"43900, 26600",43900
PEKAN BARU SALAK TINGGI,10,SEPANG,SELANGOR,43900,43900,"43900, 26600",43900
PEKAN SUNGAI MERAB,10,SEPANG,SELANGOR,43900,"43000, 43900","43900, 26600",43900
PEKAN TANJUNG MAS,10,SEPANG,SELANGOR,43900,43900,"43900, 26600",43900
AMPANG,,,WP KUALA LUMPUR,,,68000,68000
BATU,,,WP KUALA LUMPUR,,,,52100
CHERAS,,,WP KUALA LUMPUR,,,,56000
ULU KELANG,,,WP KUALA LUMPUR,,,,68000
KUALA LUMPUR,,,WP KUALA LUMPUR,,,,50450
PETALING,,,WP KUALA LUMPUR,,,,46675
SETAPAK,,,WP KUALA LUMPUR,,,,53300
BANDAR KUALA LUMPUR,,,WP KUALA LUMPUR,,,,50450
BANDAR PETALING JAYA,,,WP KUALA LUMPUR,,,,46200
BANDAR BANDAR BAHARU SUNGAI BESI,,,WP KUALA LUMPUR,,,34950,34950
PEKAN BATU,,,WP KUALA LUMPUR,,,26600,26600
PEKAN BATU CAVES,,,WP KUALA LUMPUR,,,"26600, 68100","26600, 68100"
PEKAN KEPONG,,,WP KUALA LUMPUR,52100,52100,"52100, 26600",52100
PEKAN KUALA PAUH,,,WP KUALA LUMPUR,,,26600,26600
PEKAN PETALING,,,WP KUALA LUMPUR,,,26600,26600
PEKAN SALAK SOUTH,,,WP KUALA LUMPUR,,,26600,26600
PEKAN SUNGAI PENCHALA,,,WP KUALA LUMPUR,,,26600,26600
BANDAR PUTRAJAYA,16,W. P. PUTRAJAYA,WP PUTRAJAYA,,,,62100
GELAMI LEMI,5,JELEBU,NEGERI SEMBILAN,,,,71600
KENABOI,5,JELEBU,NEGERI SEMBILAN,,,,71650
KUALA KELAWANG,5,JELEBU,NEGERI SEMBILAN,,,,71600
PERADONG,5,JELEBU,NEGERI SEMBILAN,,,27400,27400
PERTANG,5,JELEBU,NEGERI SEMBILAN,,72300,,72300
TERIANG HILIR,5,JELEBU,NEGERI SEMBILAN,,,,72400
BANDAR KUALA KELAWANG,5,JELEBU,NEGERI SEMBILAN,,,,71600
PEKAN KUALA KELAWANG,5,JELEBU,NEGERI SEMBILAN,,,26600,26600
PEKAN PERTANG,5,JELEBU,NEGERI SEMBILAN,,72300,26600,72300
PEKAN TITI,5,JELEBU,NEGERI SEMBILAN,,71650,26600,71650
PEKAN SIMPANG DURIAN,5,JELEBU,NEGERI SEMBILAN,72400,72400,"34700, 72400, 26600",72400
PEKAN SIMPANG PERTANG,5,JELEBU,NEGERI SEMBILAN,72300,72300,"34700, 72300, 26600",72300
PEKAN PETALING,5,JELEBU,WP KUALA LUMPUR,,,26600,26600
PEKAN SUNGAI MUNTOH,5,JELEBU,NEGERI SEMBILAN,,,26600,26600
AMPANG TINGGI,5,KUALA PILAH,NEGERI SEMBILAN,72000,"71500, 72000","72000, 68000",72000
ULU JEMPOL,5,KUALA PILAH,NEGERI SEMBILAN,72000,72000,72000,72000
ULU MUAR,5,KUALA PILAH,NEGERI SEMBILAN,72000,72000,"72000, 84000",72000
JOHOL,5,KUALA PILAH,NEGERI SEMBILAN,72000,72000,72000,72000
JUASSEH,5,KUALA PILAH,NEGERI SEMBILAN,72000,72000,72000,72000
KEPIS,5,KUALA PILAH,NEGERI SEMBILAN,72000,72000,72000,72000
LANGKAP,5,KUALA PILAH,NEGERI SEMBILAN,72000,72000,"72000, 36700",72000
PARIT TINGGI,5,KUALA PILAH,NEGERI SEMBILAN,72000,72000,"72000, 32800",72000
PILAH,5,KUALA PILAH,NEGERI SEMBILAN,72000,72000,72000,72000
SRI MENANTI,5,KUALA PILAH,NEGERI SEMBILAN,72000,72000,72000,72000
TERACHI,5,KUALA PILAH,NEGERI SEMBILAN,72000,72000,72000,72000
BANDAR KUALA PILAH,5,KUALA PILAH,NEGERI SEMBILAN,72000,72000,72000,72000
PEKAN DANGI,5,KUALA PILAH,NEGERI SEMBILAN,72000,72000,"72000, 26600",72000
PEKAN GUNUNG PASIR,5,KUALA PILAH,NEGERI SEMBILAN,72000,"71550, 72000","72000, 26600",72000
PEKAN JOHOL,5,KUALA PILAH,NEGERI SEMBILAN,"72000, 73100","72000, 73100","72000, 73100, 26600","72000, 73100"
PEKAN PARIT TINGGI,5,KUALA PILAH,NEGERI SEMBILAN,72000,72000,"72000, 26600, 32800",72000
PEKAN SENALING,5,KUALA PILAH,NEGERI SEMBILAN,72000,72000,"72000, 26600",72000
PEKAN TANJONG IPOH,5,KUALA PILAH,NEGERI SEMBILAN,72000,72000,"72000, 26600",72000
PEKAN JUASSEH,5,KUALA PILAH,NEGERI SEMBILAN,"72000, 72500","72000, 72500","72000, 72500, 26600","72000, 72500"
PEKAN BUKIT GELUGOR,5,KUALA PILAH,NEGERI SEMBILAN,72000,72000,"72000, 26600, 11700",72000
PEKAN MELANG,5,KUALA PILAH,NEGERI SEMBILAN,72000,72000,"72000, 26600",72000
PEKAN AR MAWANG,5,KUALA PILAH,NEGERI SEMBILAN,72000,72000,"72000, 26600",72000
PEKAN DANGI BARU,5,KUALA PILAH,NEGERI SEMBILAN,72000,72000,"72000, 26600",72000
JIMAH,5,PORT DICKSON,NEGERI SEMBILAN,71000,71000,71000,71000
LINGGI,5,PORT DICKSON,NEGERI SEMBILAN,"71000, 71150","71000, 71150","71000, 71150","71000, 71150"
PORT DICKSON,5,PORT DICKSON,NEGERI SEMBILAN,71000,71000,71000,71000
SI RUSA,5,PORT DICKSON,NEGERI SEMBILAN,"71050, 71000","71050, 71000","71050, 71000","71050, 71000"
BANDAR PORT DICKSON,5,PORT DICKSON,NEGERI SEMBILAN,71000,71000,71000,71000
BANDAR TELUK KEMANG,5,PORT DICKSON,NEGERI SEMBILAN,71000,"71050, 71000",71000,71000
PEKAN LUKUT,5,PORT DICKSON,NEGERI SEMBILAN,"71000, 71010","71000, 71010","71000, 71010, 26600","71000, 71010"
PEKAN PASIR PANJANG,5,PORT DICKSON,NEGERI SEMBILAN,71000,"71000, 71250","71000, 26600",71000
PEKAN PENGKALAN KEMPAS,5,PORT DICKSON,NEGERI SEMBILAN,71000,"71000, 71150","71000, 26600",71000
PEKAN CHUAH,5,PORT DICKSON,NEGERI SEMBILAN,71000,71000,"71000, 26600",71000
PEKAN PORT DICKSON,5,PORT DICKSON,NEGERI SEMBILAN,71000,71000,"71000, 26600",71000
PEKAN TELUK KEMANG,5,PORT DICKSON,NEGERI SEMBILAN,71000,"71050, 71000","71000, 26600",71000
PEKAN BUKIT PELANDUK,5,PORT DICKSON,NEGERI SEMBILAN,71000,71000,"71000, 26600",71000
PEKAN LINGGI,5,PORT DICKSON,NEGERI SEMBILAN,"71000, 71150","71000, 71150","71000, 26600, 71150","71000, 71150"
PEKAN AIR KUNING,5,PORT DICKSON,NEGERI SEMBILAN,71000,71000,"71000, 26600",71000
PEKAN SUNGAI MENYALA,5,PORT DICKSON,NEGERI SEMBILAN,71000,71000,"71000, 26600",71000
PEKAN BAGAN PINANG,5,PORT DICKSON,NEGERI SEMBILAN,71000,71000,"71000, 26600",71000
PEKAN TANAH MERAH UTARA,5,PORT DICKSON,NEGERI SEMBILAN,71000,71000,"71000, 26600, 17500",71000
PEKAN TANAH MERAH SELATAN,5,PORT DICKSON,NEGERI SEMBILAN,71000,71000,"71000, 26600, 17500",71000
PEKAN JEMIMA,5,PORT DICKSON,NEGERI SEMBILAN,71000,71000,"71000, 26600",71000
BATU HAMPAR,5,REMBAU,NEGERI SEMBILAN,71300,"71550, 71300","94000, 71300",71300
BONGEK,5,REMBAU,NEGERI SEMBILAN,71300,71300,"94000, 71300",71300
CHEMBONG,5,REMBAU,NEGERI SEMBILAN,71300,71300,"94000, 71300",71300
CHENGKAU,5,REMBAU,NEGERI SEMBILAN,71300,71300,"94000, 71300",71300
GADONG,5,REMBAU,NEGERI SEMBILAN,71300,71300,"71300, 94000, 27400",71300
KUNDOR,5,REMBAU,NEGERI SEMBILAN,71300,71300,"94000, 71300",71300
LEGONG ILIR,5,REMBAU,NEGERI SEMBILAN,71300,71300,"94000, 71300",71300
LEGONG ULU,5,REMBAU,NEGERI SEMBILAN,71300,71300,"94000, 71300",71300
MIKU,5,REMBAU,NEGERI SEMBILAN,71300,71300,"94000, 71300",71300
NERASAU,5,REMBAU,NEGERI SEMBILAN,71300,71300,"94000, 44200, 71300",71300
PEDAS,5,REMBAU,NEGERI SEMBILAN,"71400, 71300","71400, 71300","94000, 71400, 71300","71400, 71300"
PILIN,5,REMBAU,NEGERI SEMBILAN,71300,71300,"94000, 71300",71300
SELEMAK,5,REMBAU,NEGERI SEMBILAN,71300,71300,"94000, 71300",71300
SEMERBOK,5,REMBAU,NEGERI SEMBILAN,71300,71300,"94000, 08400, 71300",71300
SPRI,5,REMBAU,NEGERI SEMBILAN,71300,71300,"94000, 71300",71300
TANJONG KELING,5,REMBAU,NEGERI SEMBILAN,71300,71300,"94000, 71300",71300
TITIAN BINTANGOR,5,REMBAU,NEGERI SEMBILAN,71300,"71650, 71300, 71150","94000, 96500, 71300, 33200",71300
BANDAR REMBAU,5,REMBAU,NEGERI SEMBILAN,71300,71300,"94000, 71300",71300
PEKAN KAMPONG BATU,5,REMBAU,NEGERI SEMBILAN,71300,71300,"94000, 26600, 71300",71300
PEKAN KOTA,5,REMBAU,NEGERI SEMBILAN,"71350, 71300","71350, 71300","94000, 71350, 26600, 71300","71350, 71300"
PEKAN LUBOK CHINA,5,REMBAU,NEGERI SEMBILAN,71300,71300,"94000, 26600, 71300",71300
PEKAN PEDAS,5,REMBAU,NEGERI SEMBILAN,"71400, 71300","71400, 71300","94000, 71400, 26600, 71300","71400, 71300"
PEKAN CHEMBONG,5,REMBAU,NEGERI SEMBILAN,71300,71300,"94000, 26600, 71300",71300
PEKAN REMBAU,5,REMBAU,NEGERI SEMBILAN,71300,71300,"94000, 26600, 71300",71300
PEKAN CHENGKAU,5,REMBAU,NEGERI SEMBILAN,71300,71300,"94000, 26600, 71300",71300
PEKAN SERI KOTA,5,REMBAU,NEGERI SEMBILAN,"71350, 71300","71350, 71300","94000, 71350, 26600, 71300","71350, 71300"
PEKAN SERI KENDONG,5,REMBAU,NEGERI SEMBILAN,71300,"71350, 71300","71300, 94000, 26600, 27400",71300
PEKAN MERBAU SEMBILAN,5,REMBAU,NEGERI SEMBILAN,71300,71300,"94000, 26610, 26600, 71300",71300
AMPANGAN,5,SEREMBAN,NEGERI SEMBILAN,,,68000,68000
LABU,5,SEREMBAN,NEGERI SEMBILAN,,,,71900
LENGGENG,5,SEREMBAN,NEGERI SEMBILAN,,71750,,71750
PANTAI,5,SEREMBAN,NEGERI SEMBILAN,71770,71770,71770,71770
RANTAU,5,SEREMBAN,NEGERI SEMBILAN,71200,71200,71200,71200
RASAH,5,SEREMBAN,NEGERI SEMBILAN,,,44200,44200
SEREMBAN,5,SEREMBAN,NEGERI SEMBILAN,,,,70000
SETUL,5,SEREMBAN,NEGERI SEMBILAN,,,,71800
BANDAR SEREMBAN,5,SEREMBAN,NEGERI SEMBILAN,,,,70000
BANDAR SEREMBAN 3,5,SEREMBAN,NEGERI SEMBILAN,70300,70300,70300,70300
BANDAR SEREMBAN UTAMA,5,SEREMBAN,NEGERI SEMBILAN,,,,70000
BANDAR MANTIN UTAMA,5,SEREMBAN,NEGERI SEMBILAN,71700,71700,71700,71700
BANDAR BARU ENSTEK,5,SEREMBAN,NEGERI SEMBILAN,,71760,,71760
BANDAR BARU KOTA SRI MAS,5,SEREMBAN,NEGERI SEMBILAN,71350,71350,71350,71350
BANDAR NILAI UTAMA,5,SEREMBAN,NEGERI SEMBILAN,71800,71800,71800,71800
BANDAR SRI SENDAYAN,5,SEREMBAN,NEGERI SEMBILAN,,,06900,06900
PEKAN BROGA,5,SEREMBAN,NEGERI SEMBILAN,,71750,26600,71750
PEKAN ULU BERANANG,5,SEREMBAN,NEGERI SEMBILAN,,71750,"43700, 26600",71750
PEKAN LABU,5,SEREMBAN,NEGERI SEMBILAN,,,26600,26600
PEKAN LENGGENG,5,SEREMBAN,NEGERI SEMBILAN,,71750,26600,71750
PEKAN MAMBAU,5,SEREMBAN,NEGERI SEMBILAN,70300,70300,"94000, 70300, 26600",70300
PEKAN NILAI,5,SEREMBAN,NEGERI SEMBILAN,71800,71800,"26600, 71800",71800
PEKAN MANTIN,5,SEREMBAN,NEGERI SEMBILAN,71700,71700,"71700, 26600",71700
PEKAN PAJAM,5,SEREMBAN,NEGERI SEMBILAN,,71700,26600,71700
PEKAN RANTAU,5,SEREMBAN,NEGERI SEMBILAN,71200,71200,"71200, 26600",71200
PEKAN TIROI,5,SEREMBAN,NEGERI SEMBILAN,,,26600,26600
PEKAN PANCOR,5,SEREMBAN,NEGERI SEMBILAN,,,26600,26600
PEKAN TAMAN SEREMBAN,5,SEREMBAN,NEGERI SEMBILAN,70100,70100,"70100, 26600",70100
PEKAN RAHANG BARU,5,SEREMBAN,NEGERI SEMBILAN,70100,70100,"70100, 26600",70100
PEKAN PAROI,5,SEREMBAN,NEGERI SEMBILAN,,,26600,26600
PEKAN BUKIT KEPAYANG,5,SEREMBAN,NEGERI SEMBILAN,,,"06900, 26600","06900, 26600"
PEKAN DUSUN SETIA,5,SEREMBAN,NEGERI SEMBILAN,,,26600,26600
PEKAN SUNGAI GADUT,5,SEREMBAN,NEGERI SEMBILAN,71450,71450,"71450, 26600",71450
PEKAN BUKTI,5,SEREMBAN,NEGERI SEMBILAN,,,26600,26600
PEKAN SIKAMAT,5,SEREMBAN,NEGERI SEMBILAN,,,"08210, 26600","08210, 26600"
PEKAN SETUL,5,SEREMBAN,NEGERI SEMBILAN,,,26600,26600
PEKAN SHAH BANDAR,5,SEREMBAN,NEGERI SEMBILAN,,,26600,26600
PEKAN ULU TEMIANG,5,SEREMBAN,NEGERI SEMBILAN,70200,70200,"70200, 26600",70200
PEKAN PAROI JAYA,5,SEREMBAN,NEGERI SEMBILAN,,,26600,26600
PEKAN RASAH JAYA,5,SEREMBAN,NEGERI SEMBILAN,,,"26600, 44200","26600, 44200"
PEKAN SENAWANG,5,SEREMBAN,NEGERI SEMBILAN,70450,70450,"70450, 26600",70450
PEKAN SEREMBAN JAYA,5,SEREMBAN,NEGERI SEMBILAN,,,26600,26600
AYER KUNING,5,TAMPIN,NEGERI SEMBILAN,,,,73200
GEMAS,5,TAMPIN,NEGERI SEMBILAN,,,,73400
GEMENCHEH,5,TAMPIN,NEGERI SEMBILAN,73200,73200,73200,73200
KERU,5,TAMPIN,NEGERI SEMBILAN,,,,73000
REPAH,5,TAMPIN,NEGERI SEMBILAN,,,,73000
TAMPIN TENGAH,5,TAMPIN,NEGERI SEMBILAN,73000,73000,73000,73000
TEBONG,5,TAMPIN,NEGERI SEMBILAN,,,,73000
BANDAR GEMAS,5,TAMPIN,NEGERI SEMBILAN,,,,73400
BANDAR TAMPIN,5,TAMPIN,NEGERI SEMBILAN,,,,73000
PEKAN AIR KUNING SELATAN,5,TAMPIN,NEGERI SEMBILAN,,,26600,26600
PEKAN BATANG MELAKA,5,TAMPIN,NEGERI SEMBILAN,,73300,26600,73300
PEKAN GEMENCHECH BAHRU,5,TAMPIN,NEGERI SEMBILAN,,,26600,26600
PEKAN REPAH,5,TAMPIN,NEGERI SEMBILAN,,,26600,26600
PEKAN TAMPIN TENGAH,5,TAMPIN,NEGERI SEMBILAN,73000,73000,"73000, 26600",73000
PEKAN AIR KUNING,5,TAMPIN,NEGERI SEMBILAN,,,26600,26600
PEKAN PASIR BESAR,5,TAMPIN,NEGERI SEMBILAN,,,26600,26600
PEKAN REPAH PERMAI,5,TAMPIN,NEGERI SEMBILAN,,,26600,26600
PEKAN REPAH JAYA,5,TAMPIN,NEGERI SEMBILAN,,,26600,26600
JELAI,5,JEMPOL,NEGERI SEMBILAN,,,,73500
KUALA JEMPOL,5,JEMPOL,NEGERI SEMBILAN,,72100,,72100
ROMPIN,5,JEMPOL,NEGERI SEMBILAN,,,,73430
SERTING HILIR,5,JEMPOL,NEGERI SEMBILAN,,72100,,72100
SERTING ULU,5,JEMPOL,NEGERI SEMBILAN,,72300,,72300
BANDAR SERTING,5,JEMPOL,NEGERI SEMBILAN,,,,72100
BANDAR BAHAU,5,JEMPOL,NEGERI SEMBILAN,72100,72100,72100,72100
BANDAR SERI JEMPOL,5,JEMPOL,NEGERI SEMBILAN,,72100,,72100
PEKAN BAHAU,5,JEMPOL,NEGERI SEMBILAN,72100,72100,"72100, 26600",72100
PEKAN BATU KIKIR,5,JEMPOL,NEGERI SEMBILAN,72200,72200,"72200, 26600",72200
PEKAN KUALA JELAI,5,JEMPOL,NEGERI SEMBILAN,,,26600,26600
PEKAN ROMPIN,5,JEMPOL,NEGERI SEMBILAN,,,26600,26600
PEKAN LADANG GEDDES,5,JEMPOL,NEGERI SEMBILAN,,72120,26600,72120
PEKAN MAHSAN,5,JEMPOL,NEGERI SEMBILAN,,,26600,26600
PEKAN SERTING TENGAH,5,JEMPOL,NEGERI SEMBILAN,,,26600,26600
ALAI,4,MELAKA TENGAH,MELAKA,,,,75460
AYER MOLEK,4,MELAKA TENGAH,MELAKA,75460,75460,75460,75460
BACHANG,4,MELAKA TENGAH,MELAKA,,,,75350
BALAI PANJANG,4,MELAKA TENGAH,MELAKA,75250,75250,75250,75250
BATU BERENDAM,4,MELAKA TENGAH,MELAKA,75350,75350,75350,75350
BERTAM,4,MELAKA TENGAH,MELAKA,,,,76450
BUKIT BARU,4,MELAKA TENGAH,MELAKA,75150,75150,75150,75150
BUKIT KATIL,4,MELAKA TENGAH,MELAKA,,75450,,75450
BUKIT LINTANG,4,MELAKA TENGAH,MELAKA,75460,75460,"75460, 33200",75460
BUKIT PIATU,4,MELAKA TENGAH,MELAKA,75150,75150,75150,75150
BUKIT RAMBAI,4,MELAKA TENGAH,MELAKA,75260,75260,75260,75260
CHENG,4,MELAKA TENGAH,MELAKA,,,,75250
DUYONG,4,MELAKA TENGAH,MELAKA,75460,75460,75460,75460
UJONG PASIR,4,MELAKA TENGAH,MELAKA,75050,75050,75050,75050
KANDANG,4,MELAKA TENGAH,MELAKA,75460,75460,75460,75460
KLEBANG BESAR,4,MELAKA TENGAH,MELAKA,75200,75200,75200,75200
KLEBANG KECHIL,4,MELAKA TENGAH,MELAKA,75200,75200,75200,75200
KRUBONG,4,MELAKA TENGAH,MELAKA,,,,75260
PADANG SEMABOK,4,MELAKA TENGAH,MELAKA,75050,75050,75050,75050
PADANG TEMU,4,MELAKA TENGAH,MELAKA,,,,75050
PAYA RUMPUT,4,MELAKA TENGAH,MELAKA,76450,76450,76450,76450
PRINGGIT,4,MELAKA TENGAH,MELAKA,,,,75400
PERNU,4,MELAKA TENGAH,MELAKA,75460,75460,75460,75460
SEMABOK,4,MELAKA TENGAH,MELAKA,75050,75050,75050,75050
SUNGAI UDANG,4,MELAKA TENGAH,MELAKA,76300,76300,76300,76300
TANGGA BATU,4,MELAKA TENGAH,MELAKA,,,,76400
TANJONG KELING,4,MELAKA TENGAH,MELAKA,,,,76400
TANJONG MINYAK,4,MELAKA TENGAH,MELAKA,,,,75260
TELOK MAS,4,MELAKA TENGAH,MELAKA,,,,75460
BANDAR BUKIT BARU,4,MELAKA TENGAH,MELAKA,75150,75150,75150,75150
BANDAR MELAKA,4,MELAKA TENGAH,MELAKA,,,,75400
PEKAN AYER MOLEK,4,MELAKA TENGAH,MELAKA,75460,75460,"26600, 75460",75460
PEKAN BATU BERENDAM,4,MELAKA TENGAH,MELAKA,75350,75350,"75350, 26600",75350
PEKAN BUKIT RAMBAI,4,MELAKA TENGAH,MELAKA,75260,75260,"75260, 26600",75260
PEKAN KANDANG,4,MELAKA TENGAH,MELAKA,75460,75460,"26600, 75460",75460
PEKAN KLEBANG,4,MELAKA TENGAH,MELAKA,,,26600,26600
PEKAN PAYA RUMPUT,4,MELAKA TENGAH,MELAKA,76450,76450,"76450, 26600",76450
